home_team,away_team,start_time,home_score,away_score,result,is_closed,sport_id,sport_name,stadium
IBK기업은행,한국도로공사,2025-09-24T19:00:00+09:00,,,,False,4,volleyball,
홍익대,중부대,2025-09-24T14:00:00+09:00,,,,False,4,volleyball,
인하대,한양대,2025-09-24T14:00:00+09:00,,,,False,4,volleyball,
페퍼저축은행,현대건설,2025-09-25T15:30:00+09:00,,,,False,4,volleyball,
GS칼텍스,흥국생명,2025-09-25T19:00:00+09:00,,,,False,4,volleyball,
정관장,한국도로공사,2025-09-26T19:00:00+09:00,,,,False,4,volleyball,
경기대,성균관대,2025-09-26T14:00:00+09:00,,,,False,4,volleyball,
