home_team,away_team,start_time,home_score,away_score,result,is_closed,sport_id,sport_name,stadium
흥국생명,흥국생명스코어3,2025-09-23T15:30:00+09:00,,,,True,4,volleyball,
흥국생명,흥국생명스코어3,2025-09-23T19:00:00+09:00,,,,False,4,volleyball,
현대건설,현대건설스코어1,2025-09-23T19:00:00+09:00,,,,False,4,volleyball,
